:@computed_region_43wa_7qmu,:@computed_region_6mkv_f3dw,:@computed_region_awaf_s7ux,:@computed_region_bdys_3d7i,:@computed_region_d3ds_rm58,:@computed_region_d9mm_jgwp,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,arrest,beat,block,case_number,community_area,date,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year
4,21559,53,435,202,17,11,66,False,0723,065XX S UNION AVE,JC200604,68,2019-03-26T16:45:00.000,ARMED: HANDGUN,007,False,03,11635354,031A,41.775682929,"{'type': 'Point', 'coordinates': [-87.64269748, 41.775682929]}",SIDEWALK,-87.64269748,ROBBERY,2019-04-02T16:10:50.000,20,1172632,1861606,2019
46,21184,48,37,75,15,28,29,False,1223,023XX W MADISON ST,JC200546,28,2019-03-26T16:40:00.000,SIMPLE,012,False,08B,11635316,0460,41.881185703,"{'type': 'Point', 'coordinates': [-87.684956378, 41.881185703]}",RESTAURANT,-87.684956378,BATTERY,2019-04-02T16:10:50.000,27,1160815,1899961,2019
9,21192,12,162,107,24,10,4,False,0224,047XX S DR MARTIN LUTHER KING JR SD,JC200554,38,2019-03-26T16:40:00.000,DOMESTIC BATTERY SIMPLE,002,False,08B,11635359,0486,41.808906022,"{'type': 'Point', 'coordinates': [-87.616837015, 41.808906022]}",VEHICLE NON-COMMERCIAL,-87.616837015,BATTERY,2019-04-02T16:10:50.000,3,1179585,1873770,2019
40,22535,16,179,192,7,1,25,True,1434,017XX N MILWAUKEE AVE,JC200571,24,2019-03-26T16:40:00.000,SIMPLE,014,False,08B,11635324,0460,41.913190415,"{'type': 'Point', 'coordinates': [-87.68181094, 41.913190415]}",GROCERY FOOD STORE,-87.68181094,BATTERY,2019-04-02T16:10:50.000,32,1161583,1911630,2019
9,14924,12,224,107,24,37,3,False,0224,047XX S WENTWORTH AVE,JC200550,37,2019-03-26T16:39:00.000,STRONGARM - NO WEAPON,002,False,03,11636105,0320,41.808682769,"{'type': 'Point', 'coordinates': [-87.630898966, 41.808682769]}",CTA TRAIN,-87.630898966,ROBBERY,2019-04-02T16:10:50.000,3,1175752,1873657,2019
3,14924,53,738,108,23,37,59,False,0924,045XX S WOOD ST,JC200557,61,2019-03-26T16:37:00.000,SIMPLE,009,False,08B,11635465,0460,41.811409222,"{'type': 'Point', 'coordinates': [-87.669905766, 41.811409222]}",SIDEWALK,-87.669905766,BATTERY,2019-04-02T16:10:50.000,15,1165110,1874566,2019
,,,,,,,,False,2422,075XX N PAULINA ST,JC200552,1,2019-03-26T16:34:00.000,VIOLATE ORDER OF PROTECTION,024,True,26,11636786,4387,,,CTA PLATFORM,,OTHER OFFENSE,2019-04-02T16:10:50.000,49,,,2019
23,21572,11,176,86,16,30,28,False,1123,035XX W CARROLL AVE,JC202975,27,2019-03-26T16:30:00.000,OVER $500,011,False,06,11637458,0810,41.887413474,"{'type': 'Point', 'coordinates': [-87.714497528, 41.887413474]}",CHA PARKING LOT/GROUNDS,-87.714497528,THEFT,2019-04-02T16:10:50.000,28,1152754,1902171,2019
35,21546,9,472,246,19,61,43,False,0413,092XX S ELLIS AVE,JC200617,47,2019-03-26T16:30:00.000,TO PROPERTY,004,False,14,11635366,1310,41.726773916,"{'type': 'Point', 'coordinates': [-87.599741354, 41.726773916]}",RESIDENCE,-87.599741354,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,8,1184501,1843881,2019
,,,,,,,,False,1623,048XX N MILWAUKEE AVE,JC204012,11,2019-03-26T16:27:00.000,TO LAND,016,False,26,11638314,1330,,,COMMERCIAL / BUSINESS OFFICE,,CRIMINAL TRESPASS,2019-04-02T16:10:50.000,45,,,2019
28,21569,14,194,161,21,57,32,False,1031,042XX W 26TH ST,JC201117,30,2019-03-26T16:15:00.000,TO VEHICLE,010,False,14,11635857,1320,41.844173664,"{'type': 'Point', 'coordinates': [-87.730240462, 41.844173664]}",VEHICLE NON-COMMERCIAL,-87.730240462,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,22,1148578,1886384,2019
35,21546,9,247,227,20,61,40,False,0624,079XX S COTTAGE GROVE AVE,JC200500,44,2019-03-26T16:09:00.000,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,006,True,04B,11635399,0498,41.750832464,"{'type': 'Point', 'coordinates': [-87.605224746, 41.750832464]}",SIDEWALK,-87.605224746,BATTERY,2019-04-02T16:10:50.000,6,1182930,1852635,2019
28,21569,14,754,161,21,57,32,False,1013,036XX W 24TH ST,JC200496,30,2019-03-26T16:05:00.000,AGGRAVATED: HANDGUN,010,False,04B,11635380,041A,41.848023552,"{'type': 'Point', 'coordinates': [-87.715721458, 41.848023552]}",STREET,-87.715721458,BATTERY,2019-04-02T16:10:50.000,22,1152524,1887815,2019
28,21569,14,755,130,21,57,32,False,1024,025XX S TRUMBULL AVE,JC200504,30,2019-03-26T16:02:00.000,AGGRAVATED: HANDGUN,010,False,04A,11635534,051A,41.845798087,"{'type': 'Point', 'coordinates': [-87.711169879, 41.845798087]}",STREET,-87.711169879,ASSAULT,2019-04-02T16:10:50.000,22,1153770,1887013,2019
2,14924,19,790,127,23,37,59,False,0934,053XX S JUSTINE ST,JC200584,61,2019-03-26T16:01:00.000,UNLAWFUL POSS OF HANDGUN,009,False,15,11635348,143A,41.796936817,"{'type': 'Point', 'coordinates': [-87.663446505, 41.796936817]}",RESIDENCE,-87.663446505,WEAPONS VIOLATION,2019-04-02T16:10:50.000,16,1166912,1869306,2019
,,,,,,,,False,0331,069XX S MERRILL AVE,JC204007,43,2019-03-26T16:00:00.000,TELEPHONE THREAT,003,False,08A,11639097,2820,,,STREET,,OTHER OFFENSE,2019-04-02T16:10:50.000,5,,,2019
15,21867,23,6,209,13,58,63,True,0833,045XX W 66TH PL,JC200654,65,2019-03-26T16:00:00.000,DOMESTIC BATTERY SIMPLE,008,True,08B,11635397,0486,41.772133486,"{'type': 'Point', 'coordinates': [-87.735490845, 41.772133486]}",RESIDENCE,-87.735490845,BATTERY,2019-04-02T16:10:50.000,13,1147330,1860123,2019
9,21194,12,193,94,22,40,34,False,0131,0000X E CERMAK RD,JC200725,33,2019-03-26T16:00:00.000,POCKET-PICKING,001,False,06,11635427,0870,41.852840961,"{'type': 'Point', 'coordinates': [-87.626459189, 41.852840961]}",CTA TRAIN,-87.626459189,THEFT,2019-04-02T16:10:50.000,3,1176830,1889758,2019
,,,,,,,,False,0723,009XX W 63RD ST,JC200890,68,2019-03-26T16:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11637590,0486,,,SIDEWALK,,BATTERY,2019-04-02T16:10:50.000,16,,,2019
14,21572,36,704,141,16,30,28,False,1133,037XX W POLK ST,JC202557,27,2019-03-26T16:00:00.000,$500 AND UNDER,011,True,06,11637108,0820,41.870821365,"{'type': 'Point', 'coordinates': [-87.719026751, 41.870821365]}",VEHICLE NON-COMMERCIAL,-87.719026751,THEFT,2019-04-02T16:10:50.000,24,1151564,1896116,2019
4,22260,53,403,111,24,60,7,False,0225,0000X E GARFIELD BLVD,JC200502,40,2019-03-26T16:00:00.000,SIMPLE,002,False,08B,11635323,0460,41.794343246,"{'type': 'Point', 'coordinates': [-87.623647843, 41.794343246]}",SIDEWALK,-87.623647843,BATTERY,2019-04-02T16:10:50.000,20,1177772,1868448,2019
17,22615,7,107,181,6,2,23,False,2524,027XX N KARLOV AVE,JC201406,22,2019-03-26T16:00:00.000,OVER $500,025,False,06,11636191,0810,41.930149082,"{'type': 'Point', 'coordinates': [-87.729376165, 41.930149082]}",WAREHOUSE,-87.729376165,THEFT,2019-04-02T16:10:50.000,31,1148593,1917715,2019
5,21853,3,44,33,11,9,10,False,2424,018XX W ESTES AVE,JC202574,1,2019-03-26T16:00:00.000,TO VEHICLE,024,False,14,11638220,1320,42.011369016,"{'type': 'Point', 'coordinates': [-87.676835962, 42.011369016]}",STREET,-87.676835962,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,49,1162663,1947417,2019
19,21869,20,260,58,12,48,15,False,1623,053XX W SUNNYSIDE AVE,JC201496,15,2019-03-26T16:00:00.000,TO PROPERTY,016,False,14,11636302,1310,41.962428792,"{'type': 'Point', 'coordinates': [-87.760875912, 41.962428792]}",OTHER,-87.760875912,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,38,1139943,1929419,2019
45,4299,4,585,69,25,5,26,False,1524,008XX N LARAMIE AVE,JC200912,25,2019-03-26T16:00:00.000,ILLEGAL USE CASH CARD,015,False,11,11635665,1152,41.895391144,"{'type': 'Point', 'coordinates': [-87.755612897, 41.895391144]}",GAS STATION,-87.755612897,DECEPTIVE PRACTICE,2019-04-02T16:10:50.000,37,1141539,1905000,2019
37,22538,43,245,225,19,24,39,False,0421,076XX S YATES BLVD,JC200514,43,2019-03-26T16:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,004,False,11,11635257,1154,41.756397244,"{'type': 'Point', 'coordinates': [-87.566319946, 41.756397244]}",APARTMENT,-87.566319946,DECEPTIVE PRACTICE,2019-04-02T16:10:50.000,7,1193528,1854755,2019
45,4299,4,585,69,25,5,26,False,1531,008XX N LAWLER AVE,JC200911,25,2019-03-26T16:00:00.000,FROM BUILDING,015,False,06,11635740,0890,41.895411044,"{'type': 'Point', 'coordinates': [-87.751943416, 41.895411044]}",SMALL RETAIL STORE,-87.751943416,THEFT,2019-04-02T16:10:50.000,37,1142538,1905014,2019
41,21560,24,516,200,7,4,25,False,1212,022XX W DIVISION ST,JC201450,24,2019-03-26T15:50:00.000,SIMPLE,012,False,08B,11636180,0460,41.903075787,"{'type': 'Point', 'coordinates': [-87.683857013, 41.903075787]}",HOSPITAL BUILDING/GROUNDS,-87.683857013,BATTERY,2019-04-02T16:10:50.000,2,1161054,1907940,2019
23,21572,36,675,142,16,30,27,True,1132,040XX W GLADYS AVE,JC200501,26,2019-03-26T15:48:00.000,SOLICIT NARCOTICS ON PUBLICWAY,011,False,18,11635288,2092,41.876161853,"{'type': 'Point', 'coordinates': [-87.726804035, 41.876161853]}",SIDEWALK,-87.726804035,NARCOTICS,2019-04-02T16:10:50.000,28,1149432,1898047,2019
23,22216,11,696,81,25,32,26,False,1532,049XX W WASHINGTON BLVD,JC201227,25,2019-03-26T15:45:00.000,OVER $500,015,False,06,11635944,0810,41.881770086,"{'type': 'Point', 'coordinates': [-87.748835561, 41.881770086]}",RESIDENCE,-87.748835561,THEFT,2019-04-02T16:10:50.000,28,1143418,1900049,2019
14,21569,36,33,155,21,57,30,False,1011,036XX W DOUGLAS BLVD,JC200618,29,2019-03-26T15:43:00.000,STRONGARM - NO WEAPON,010,False,03,11635342,0320,41.862853002,"{'type': 'Point', 'coordinates': [-87.71562282, 41.862853002]}",SIDEWALK,-87.71562282,ROBBERY,2019-04-02T16:10:50.000,24,1152512,1893219,2019
,,,,,,,,False,1131,004XX S KOSTNER AVE,JC201009,26,2019-03-26T15:37:00.000,TO VEHICLE,011,False,14,11639121,1320,,,GAS STATION,,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,28,,,2019
7,4299,52,565,154,6,5,26,False,2531,014XX N PARKSIDE AVE,JC201287,25,2019-03-26T15:36:00.000,SIMPLE,025,False,08B,11636115,0460,41.906507267,"{'type': 'Point', 'coordinates': [-87.76702211, 41.906507267]}","SCHOOL, PUBLIC, GROUNDS",-87.76702211,BATTERY,2019-04-02T16:10:50.000,29,1138406,1909030,2019
4,14924,53,677,118,23,37,59,False,0931,048XX S ASHLAND AVE,JC200528,61,2019-03-26T15:35:00.000,TO VEHICLE,009,False,14,11635315,1320,41.806215499,"{'type': 'Point', 'coordinates': [-87.66490503, 41.806215499]}",PARKING LOT/GARAGE(NON.RESID.),-87.66490503,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,20,1166488,1872684,2019
,,,,,,,,False,0911,033XX W PERSHING RD,JC204658,58,2019-03-26T15:33:00.000,VIOLATE ORDER OF PROTECTION,009,True,26,11639636,4387,,,APARTMENT,,OTHER OFFENSE,2019-04-02T16:10:50.000,12,,,2019
2,14924,19,790,127,23,37,59,True,0934,052XX S JUSTINE ST,JC200481,61,2019-03-26T15:31:00.000,SIMPLE,009,False,08A,11635295,0560,41.79864951,"{'type': 'Point', 'coordinates': [-87.663491015, 41.79864951]}",RESIDENCE,-87.663491015,ASSAULT,2019-04-02T16:10:50.000,16,1166895,1869930,2019
45,22216,11,674,84,25,32,26,False,1523,055XX W FULTON ST,JC200445,25,2019-03-26T15:30:00.000,DOMESTIC BATTERY SIMPLE,015,True,08B,11635439,0486,41.885734355,"{'type': 'Point', 'coordinates': [-87.763896747, 41.885734355]}",APARTMENT,-87.763896747,BATTERY,2019-04-02T16:10:50.000,37,1139307,1901466,2019
4,22260,53,347,206,18,60,9,False,0312,008XX E 65TH ST,JC200413,42,2019-03-26T15:30:00.000,TO VEHICLE,003,True,14,11635594,1320,41.776785504,"{'type': 'Point', 'coordinates': [-87.60526122, 41.776785504]}",STREET,-87.60526122,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,20,1182840,1862092,2019
49,22535,10,301,62,7,4,25,False,1423,013XX N HUMBOLDT DR,JC202218,24,2019-03-26T15:30:00.000,SIMPLE,014,False,08A,11636963,0560,41.905129925,"{'type': 'Point', 'coordinates': [-87.701829128, 41.905129925]}",STREET,-87.701829128,ASSAULT,2019-04-02T16:10:50.000,26,1156156,1908652,2019
36,14311,22,367,93,22,34,38,True,0112,0000X S STATE ST,JC200544,32,2019-03-26T15:28:00.000,RETAIL THEFT,001,False,06,11635372,0860,41.88171846,"{'type': 'Point', 'coordinates': [-87.627760426, 41.88171846]}",SMALL RETAIL STORE,-87.627760426,THEFT,2019-04-02T16:10:50.000,42,1176389,1900278,2019
36,4446,22,652,73,14,55,37,False,1831,004XX W SUPERIOR ST,JC200442,8,2019-03-26T15:28:00.000,TO PROPERTY,018,False,14,11635269,1310,41.895529663,"{'type': 'Point', 'coordinates': [-87.638924852, 41.895529663]}",GOVERNMENT BUILDING/PROPERTY,-87.638924852,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,42,1173308,1905286,2019
13,21554,18,533,244,9,59,70,False,2222,087XX S ABERDEEN ST,JC200487,71,2019-03-26T15:25:00.000,SIMPLE,022,False,08B,11635385,0460,41.735066839,"{'type': 'Point', 'coordinates': [-87.650896405, 41.735066839]}","SCHOOL, PUBLIC, BUILDING",-87.650896405,BATTERY,2019-04-02T16:10:50.000,21,1170513,1846788,2019
41,21560,24,481,200,7,4,25,False,1424,019XX W EVERGREEN AVE,JC200834,24,2019-03-26T15:25:00.000,ATTEMPT - FINANCIAL IDENTITY THEFT,014,False,11,11635531,1156,41.906387174,"{'type': 'Point', 'coordinates': [-87.675502752, 41.906387174]}",APARTMENT,-87.675502752,DECEPTIVE PRACTICE,2019-04-02T16:10:50.000,1,1163319,1909164,2019
21,22618,27,329,25,1,21,16,False,1731,042XX W ADDISON ST,JC200436,16,2019-03-26T15:22:00.000,FALSE/STOLEN/ALTERED TRP,017,False,26,11635452,502P,41.946283477,"{'type': 'Point', 'coordinates': [-87.734303986, 41.946283477]}",STREET,-87.734303986,OTHER OFFENSE,2019-04-02T16:10:50.000,45,1147211,1923585,2019
37,22538,43,245,225,19,24,39,True,0421,075XX S EXCHANGE AVE,JC200451,43,2019-03-26T15:20:00.000,SIMPLE,004,False,08A,11635317,0560,41.759012808,"{'type': 'Point', 'coordinates': [-87.560215615, 41.759012808]}",CONVENIENCE STORE,-87.560215615,ASSAULT,2019-04-02T16:10:50.000,7,1195185,1855723,2019
7,22216,36,69,137,25,32,26,False,1533,005XX S LAVERGNE AVE,JC201225,25,2019-03-26T15:20:00.000,SIMPLE,015,False,08B,11636124,0460,41.873709176,"{'type': 'Point', 'coordinates': [-87.749169703, 41.873709176]}","SCHOOL, PUBLIC, BUILDING",-87.749169703,BATTERY,2019-04-02T16:10:50.000,29,1143347,1897111,2019
41,21560,24,541,63,15,4,25,False,1212,011XX N WESTERN AVE,JC201213,24,2019-03-26T15:20:00.000,SIMPLE,012,False,08B,11636082,0460,41.902437713,"{'type': 'Point', 'coordinates': [-87.687011559, 41.902437713]}","SCHOOL, PUBLIC, GROUNDS",-87.687011559,BATTERY,2019-04-02T16:10:50.000,1,1160197,1907701,2019
46,4299,41,456,66,16,5,24,True,1112,011XX N MONTICELLO AVE,JC200428,23,2019-03-26T15:16:00.000,SOLICIT NARCOTICS ON PUBLICWAY,011,False,18,11635241,2092,41.901377109,"{'type': 'Point', 'coordinates': [-87.717734819, 41.901377109]}",STREET,-87.717734819,NARCOTICS,2019-04-02T16:10:50.000,27,1151836,1907253,2019
46,14926,41,309,198,14,54,37,False,1821,012XX N CLYBOURN AVE,JC200439,8,2019-03-26T15:12:00.000,SIMPLE,018,False,08A,11635564,0560,41.904579871,"{'type': 'Point', 'coordinates': [-87.640696598, 41.904579871]}",RESIDENCE PORCH/HALLWAY,-87.640696598,ASSAULT,2019-04-02T16:10:50.000,27,1172799,1908580,2019
36,14309,22,580,87,22,42,38,False,0114,003XX E WACKER DR,JC200799,32,2019-03-26T15:10:00.000,HARASSMENT BY ELECTRONIC MEANS,001,False,26,11635530,2826,41.887812777,"{'type': 'Point', 'coordinates': [-87.620546628, 41.887812777]}",COMMERCIAL / BUSINESS OFFICE,-87.620546628,OTHER OFFENSE,2019-04-02T16:10:50.000,42,1178335,1902515,2019
29,16197,34,668,3,12,38,75,False,1651,0000X W TERMINAL ST,JC201193,76,2019-03-26T15:10:00.000,OVER $500,016,False,06,11636626,0810,41.979006297,"{'type': 'Point', 'coordinates': [-87.906463155, 41.979006297]}",AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,-87.906463155,THEFT,2019-04-02T16:10:50.000,41,1100317,1935229,2019
43,21546,31,554,242,20,61,45,False,0634,093XX S STATE ST,JC201367,49,2019-03-26T15:05:00.000,SIMPLE,006,False,08B,11636289,0460,41.724927226,"{'type': 'Point', 'coordinates': [-87.623815165, 41.724927226]}","SCHOOL, PUBLIC, GROUNDS",-87.623815165,BATTERY,2019-04-02T16:10:50.000,9,1177935,1843153,2019
14,21569,36,34,152,21,57,30,True,1022,013XX S SPAULDING AVE,JC200420,29,2019-03-26T15:04:00.000,POSS: BARBITUATES,010,False,18,11635226,2021,41.863819048,"{'type': 'Point', 'coordinates': [-87.708028901, 41.863819048]}",SIDEWALK,-87.708028901,NARCOTICS,2019-04-02T16:10:50.000,24,1154578,1893586,2019
2,21867,44,111,274,13,58,64,False,0825,061XX S ARTESIAN AVE,JC200401,66,2019-03-26T15:03:00.000,$500 AND UNDER,008,False,06,11635400,0820,41.782213553,"{'type': 'Point', 'coordinates': [-87.684942472, 41.782213553]}",RESIDENCE,-87.684942472,THEFT,2019-04-02T16:10:50.000,16,1161091,1863896,2019
26,14920,48,96,150,15,43,29,False,1233,013XX W 13TH ST,JC200582,28,2019-03-26T15:00:00.000,OVER $500,012,False,06,11635409,0810,41.865193967,"{'type': 'Point', 'coordinates': [-87.659984688, 41.865193967]}",CHA APARTMENT,-87.659984688,THEFT,2019-04-02T16:10:50.000,25,1167661,1894186,2019
4,22260,53,332,206,18,60,9,False,0321,065XX S CHAMPLAIN AVE,JC200537,42,2019-03-26T15:00:00.000,TO PROPERTY,003,True,14,11635351,1310,41.775758319,"{'type': 'Point', 'coordinates': [-87.609474218, 41.775758319]}",RESIDENCE,-87.609474218,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,20,1181694,1861708,2019
14,21572,36,765,140,16,30,28,False,1134,005XX S KEDZIE AVE,JC200443,27,2019-03-26T15:00:00.000,ARMED: HANDGUN,011,False,03,11635253,031A,41.874060099,"{'type': 'Point', 'coordinates': [-87.705924314, 41.874060099]}",CTA TRAIN,-87.705924314,ROBBERY,2019-04-02T16:10:50.000,28,1155124,1897322,2019
27,4450,42,53,52,11,50,20,False,2413,063XX N HOYNE AVE,JC202818,2,2019-03-26T15:00:00.000,$500 AND UNDER,024,False,06,11637680,0820,41.996997208,"{'type': 'Point', 'coordinates': [-87.682531334, 41.996997208]}",APARTMENT,-87.682531334,THEFT,2019-04-02T16:10:50.000,50,1161155,1942168,2019
21,21538,15,138,20,1,39,22,False,1732,032XX N MONTICELLO AVE,JC203019,21,2019-03-26T15:00:00.000,HARASSMENT BY ELECTRONIC MEANS,017,False,26,11637498,2826,41.940119562,"{'type': 'Point', 'coordinates': [-87.718652435, 41.940119562]}",RESIDENCE,-87.718652435,OTHER OFFENSE,2019-04-02T16:10:50.000,30,1151485,1921369,2019
,,,,,,,,False,1935,008XX W WRIGHTWOOD AVE,JC200696,7,2019-03-26T15:00:00.000,$500 AND UNDER,019,False,06,11635519,0820,,,RESIDENTIAL YARD (FRONT/BACK),,THEFT,2019-04-02T16:10:50.000,43,,,2019
,,,,,,,,False,2424,018XX W ESTES AVE,JC206652,1,2019-03-26T15:00:00.000,SIMPLE,024,False,08B,11640409,0460,,,APARTMENT,,BATTERY,2019-04-02T16:10:50.000,49,,,2019
30,4300,6,199,232,13,8,69,False,0834,034XX W 83RD ST,JC200513,70,2019-03-26T15:00:00.000,SIMPLE,008,False,08A,11635337,0560,41.742407253,"{'type': 'Point', 'coordinates': [-87.707676617, 41.742407253]}",SIDEWALK,-87.707676617,ASSAULT,2019-04-02T16:10:50.000,18,1154996,1849345,2019
38,22618,28,295,11,1,21,16,True,1732,040XX W IRVING PARK RD,JC200425,16,2019-03-26T15:00:00.000,POSS: HEROIN(WHITE),017,False,18,11635238,2024,41.953644107,"{'type': 'Point', 'coordinates': [-87.728147091, 41.953644107]}",ALLEY,-87.728147091,NARCOTICS,2019-04-02T16:10:50.000,45,1148867,1926279,2019
26,14920,8,366,121,15,43,33,False,1234,019XX W 18TH ST,JC201695,31,2019-03-26T15:00:00.000,SIMPLE,012,False,08A,11636345,0560,41.857680243,"{'type': 'Point', 'coordinates': [-87.674662315, 41.857680243]}","SCHOOL, PUBLIC, BUILDING",-87.674662315,ASSAULT,2019-04-02T16:10:50.000,25,1163684,1891417,2019
,,,,,,,,False,0122,002XX N WELLS ST,JC207278,32,2019-03-26T15:00:00.000,OVER $500,001,False,06,11640993,0810,,,PARKING LOT/GARAGE(NON.RESID.),,THEFT,2019-04-02T16:10:50.000,42,,,2019
49,4299,10,456,66,16,5,24,True,1112,036XX W GRAND AVE,JC200450,23,2019-03-26T14:59:00.000,TO LAND,011,False,26,11635239,1330,41.902365801,"{'type': 'Point', 'coordinates': [-87.716854733, 41.902365801]}",GAS STATION,-87.716854733,CRIMINAL TRESPASS,2019-04-02T16:10:50.000,27,1152073,1907615,2019
50,22532,20,701,43,12,18,11,True,1622,057XX N PARKSIDE AVE,JC200430,11,2019-03-26T14:54:00.000,POSS: CRACK,016,False,18,11635274,2027,41.984984984,"{'type': 'Point', 'coordinates': [-87.769508733, 41.984984984]}",SIDEWALK,-87.769508733,NARCOTICS,2019-04-02T16:10:50.000,45,1137541,1937623,2019
43,21861,30,570,250,10,19,45,False,0511,100XX S MICHIGAN AVE,JC200385,49,2019-03-26T14:45:00.000,AGGRAVATED: HANDGUN,005,False,04B,11635526,041A,41.712359904,"{'type': 'Point', 'coordinates': [-87.62009309, 41.712359904]}",GAS STATION,-87.62009309,BATTERY,2019-04-02T16:10:50.000,9,1178989,1838582,2019
39,4449,37,726,18,5,53,57,False,1925,036XX N RECREATION DR,JC201174,6,2019-03-26T14:45:00.000,OVER $500,019,False,06,11636632,0810,41.949283608,"{'type': 'Point', 'coordinates': [-87.643036076, 41.949283608]}",PARK PROPERTY,-87.643036076,THEFT,2019-04-02T16:10:50.000,46,1172031,1924865,2019
4,22257,19,297,127,23,37,65,False,0934,013XX W GARFIELD BLVD,JC200614,61,2019-03-26T14:43:00.000,POCKET-PICKING,009,False,06,11635304,0870,41.794104121,"{'type': 'Point', 'coordinates': [-87.659123064, 41.794104121]}",CTA BUS,-87.659123064,THEFT,2019-04-02T16:10:50.000,20,1168099,1868283,2019
2,21559,19,113,261,17,11,66,False,0712,057XX S MORGAN ST,JC200393,68,2019-03-26T14:40:00.000,HOME INVASION,007,True,05,11635365,0650,41.789620343,"{'type': 'Point', 'coordinates': [-87.649900074, 41.789620343]}",APARTMENT,-87.649900074,BURGLARY,2019-04-02T16:10:50.000,16,1170627,1866669,2019
14,21569,36,33,155,21,57,30,False,1011,013XX S INDEPENDENCE BLVD,JC200392,29,2019-03-26T14:38:00.000,TELEPHONE THREAT,010,False,08A,11635223,2820,41.864062245,"{'type': 'Point', 'coordinates': [-87.720049633, 41.864062245]}",STREET,-87.720049633,OTHER OFFENSE,2019-04-02T16:10:50.000,24,1151303,1893651,2019
4,22260,53,332,277,18,60,9,True,0312,064XX S EBERHART AVE,JC200483,42,2019-03-26T14:35:00.000,MANU/DELIVER:CRACK,003,False,18,11635313,2017,41.777677714,"{'type': 'Point', 'coordinates': [-87.6131482, 41.777677714]}",RESIDENCE,-87.6131482,NARCOTICS,2019-04-02T16:10:50.000,20,1180686,1862399,2019
13,21554,18,488,245,9,59,70,True,2221,087XX S BEVERLY AVE,JC200398,71,2019-03-26T14:33:00.000,OBSTRUCTING IDENTIFICATION,022,False,24,11635234,3731,41.735092898,"{'type': 'Point', 'coordinates': [-87.672252522, 41.735092898]}",VEHICLE NON-COMMERCIAL,-87.672252522,INTERFERENCE WITH PUBLIC OFFICER,2019-04-02T16:10:50.000,21,1164684,1846752,2019
37,21202,43,478,238,19,25,42,True,0423,084XX S ESSEX AVE,JC200358,46,2019-03-26T14:32:00.000,UNLAWFUL POSS OF HANDGUN,004,False,15,11635235,143A,41.741741298,"{'type': 'Point', 'coordinates': [-87.563650981, 41.741741298]}",STREET,-87.563650981,WEAPONS VIOLATION,2019-04-02T16:10:50.000,7,1194304,1849421,2019
,,,,,,,,False,0811,055XX S PARKSIDE AVE,JC206577,56,2019-03-26T14:30:00.000,TO PROPERTY,008,False,14,11640367,1310,,,RESIDENCE,,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,23,,,2019
36,14309,22,92,79,22,42,38,False,0122,001XX N LA SALLE ST,JC200383,32,2019-03-26T14:30:00.000,FROM BUILDING,001,False,06,11635281,0890,41.885369466,"{'type': 'Point', 'coordinates': [-87.63243193, 41.885369466]}",SMALL RETAIL STORE,-87.63243193,THEFT,2019-04-02T16:10:50.000,42,1175106,1901598,2019
7,22216,11,674,97,25,32,26,False,1522,0000X N PINE AVE,JC200527,25,2019-03-26T14:30:00.000,OTHER CRIME INVOLVING PROPERTY,015,True,26,11635436,5001,41.881224944,"{'type': 'Point', 'coordinates': [-87.763220714, 41.881224944]}",RESIDENCE,-87.763220714,OTHER OFFENSE,2019-04-02T16:10:50.000,29,1139502,1899824,2019
49,21560,24,542,64,15,4,25,False,1211,025XX W CORTEZ ST,JC200397,24,2019-03-26T14:28:00.000,TO PROPERTY,012,True,14,11635416,1310,41.900254028,"{'type': 'Point', 'coordinates': [-87.69056357, 41.900254028]}",OTHER,-87.69056357,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,26,1159236,1906898,2019
47,21202,47,175,238,19,25,42,False,0423,089XX S COMMERCIAL AVE,JC200364,46,2019-03-26T14:25:00.000,TO PROPERTY,004,False,14,11635182,1310,41.733197431,"{'type': 'Point', 'coordinates': [-87.551333049, 41.733197431]}",OTHER,-87.551333049,CRIMINAL DAMAGE,2019-04-02T16:10:50.000,10,1197694,1846338,2019
19,22254,39,392,29,12,52,17,False,1631,037XX N HARLEM AVE,JC200399,17,2019-03-26T14:25:00.000,$500 AND UNDER,016,False,06,11636137,0820,41.946917203,"{'type': 'Point', 'coordinates': [-87.8070631, 41.946917203]}",STREET,-87.8070631,THEFT,2019-04-02T16:10:50.000,38,1127416,1923686,2019
